fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_preferred,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,morningstar_risk_rating,years_up,years_down,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
CRCRX,"Voya Real Estate Fund Class C",Real Estate,"Voya",383200000,16.67,1.61,2,2003-01-16,Blend,Medium,USD,1.95,1.22,0,100,0,38.88,2.02,6.47,14.44,10522.37,0,1.02,0,98.98,0,0,0,0,0,0,0,16.67,16.14,3.6,3.49,16.67,16.14,15.59,17.08,2.78,6,6.34,8.29,16.27,17.24,-8.94,-5.97,3.94,6.22,2.93,6.89,2.07,2.41,28.55,28.03,1.03,1.55,14.38,17.6,8.53,7.51,26.47,27.08,3,12,3,0.3,0.01,0.6,0.01,1.4,0.01,31.07,0.3,25.31,0.28,44.74,0.46,13.34,0.13,14.47,0.14,18.8,0.18,0.18,0,0.44,0.01,0.87,0.01,2.02,0.07,8.41,0.12,17.51,0.19
CREAX,"Columbia Real Estate Equity Fund Class A",Real Estate,"Columbia",301800000,17.13,1.96,2,2002-10-31,Blend,Medium,USD,1.29,1.22,0.04,99.96,0,44.49,2.38,7.56,17.94,13903.72,0,0,0,98.71,0,0,0,1.29,0,0,0,17.13,16.14,3.73,3.49,17.13,16.14,15.99,17.08,4.28,6,7.94,8.29,15.92,17.24,-7.48,-5.97,5.07,6.22,4.99,6.89,4.32,2.41,29.08,28.03,-0.37,1.55,16.92,17.6,6.59,7.51,26.04,27.08,3,12,4,0.42,0.01,0.72,0.01,1.37,0.01,29.41,0.3,24.32,0.28,44.02,0.46,13.33,0.13,14.2,0.14,18.15,0.18,0.28,0,0.55,0.01,0.88,0.01,4.16,0.07,11.27,0.12,17.88,0.19
CRECX,"Columbia Real Estate Equity Fund Class C",Real Estate,"Columbia",301800000,17.02,1.28,1,2003-10-12,Blend,Medium,USD,2.04,1.22,0.04,99.96,0,44.49,2.38,7.56,17.94,13903.72,0,0,0,98.71,0,0,0,1.29,0,0,0,17.02,16.14,3.7,3.49,17.02,16.14,15.14,17.08,3.51,6,7.14,8.29,15.08,17.24,-8.24,-5.97,4.28,6.22,4.21,6.89,3.53,2.41,28.13,28.03,-1.08,1.55,16.06,17.6,5.77,7.51,25.02,27.08,3,11,4,0.36,0.01,0.66,0.01,1.31,0.01,29.38,0.3,24.32,0.28,44,0.46,13.36,0.13,14.22,0.14,18.17,0.18,0.23,0,0.5,0.01,0.84,0.01,3.08,0.07,10,0.12,16.89,0.19
CREEX,"Columbia Real Estate Equity Fund Institutional Class",Real Estate,"Columbia",301800000,17.24,2.18,2,1994-04-03,Blend,Medium,USD,1.04,1.22,0.04,99.96,0,44.49,2.38,7.56,17.94,13903.72,0,0,0,98.71,0,0,0,1.29,0,0,0,17.24,16.14,3.78,3.49,17.24,16.14,16.31,17.08,4.55,6,8.21,8.29,16.23,17.24,-7.23,-5.97,5.32,6.22,5.23,6.89,4.57,2.41,29.43,28.03,-0.1,1.55,17.28,17.6,6.73,7.51,26.29,27.08,3,18,6,0.44,0.01,0.74,0.01,1.39,0.01,29.2,0.3,24.24,0.28,44,0.46,13.37,0.13,14.21,0.14,18.22,0.18,0.3,0,0.57,0.01,0.89,0.01,4.55,0.07,11.71,0.12,18.17,0.19
CREFX,"Cohen & Steers Real Estate Securities Fund, Inc. Class F",Real Estate,"Cohen & Steers",5510000000,16.7,3.36,5,2017-04-02,Blend,Medium,USD,0.8,1.22,0.61,99.39,0,50.51,2.25,4.66,4.55,13553.87,0,1.44,0,86.33,0,0,0,10.07,0,1.44,0.73,16.7,16.14,3.95,3.49,16.7,16.14,19.53,17.08,7.51,6,10.98,8.29,19.69,17.24,-4.21,-5.97,NaN,6.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,1,0.67,0.01,0.95,0.01,1.65,0.01,31.32,0.3,27.14,0.28,46.78,0.46,13.04,0.13,13.94,0.14,18.86,0.18,0.52,0,0.76,0.01,1.02,0.01,8.57,0.07,15.5,0.12,20.77,0.19
CRERX,"Columbia Real Estate Equity Fund Advisor Class",Real Estate,"Columbia",301800000,17.23,2.14,3,2012-11-07,Blend,Medium,USD,1.04,1.22,0.04,99.96,0,44.49,2.38,7.56,17.94,13903.72,0,0,0,98.71,0,0,0,1.29,0,0,0,17.23,16.14,3.7,3.49,17.23,16.14,16.32,17.08,4.54,6,8.2,8.29,16.22,17.24,-7.3,-5.97,5.37,6.22,5.28,6.89,4.56,2.41,29.31,28.03,-0.09,1.55,NaN,NaN,NaN,NaN,NaN,NaN,3,4,2,0.44,0.01,0.74,0.01,1.39,0.01,29.36,0.3,24.33,0.28,44.04,0.46,13.34,0.13,14.21,0.14,18.22,0.18,0.3,0,0.57,0.01,0.89,0.01,4.52,0.07,11.67,0.12,18.15,0.19
CREYX,"Columbia Real Estate Equity Fund Institutional 3 Class",Real Estate,"Columbia",301800000,17.25,2.34,2,2017-02-28,Blend,Medium,USD,0.83,1.22,0.04,99.96,0,44.49,2.38,7.56,17.94,13903.72,0,0,0,98.71,0,0,0,1.29,0,0,0,17.25,16.14,3.73,3.49,17.25,16.14,16.49,17.08,4.68,6,8.29,8.29,16.27,17.24,-7.07,-5.97,NaN,6.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,1,0.45,0.01,0.75,0.01,1.4,0.01,29.21,0.3,24.27,0.28,44.01,0.46,13.38,0.13,14.22,0.14,18.22,0.18,0.31,0,0.57,0.01,0.89,0.01,4.72,0.07,11.82,0.12,18.22,0.19
CRIAX,"CRM Small/Mid Cap Value Fund Class Institutional",Mid-Cap Blend,"CRM",285110000,16.55,0.23,3,2004-08-31,Blend,Medium,USD,0.92,1.06,3.91,96.09,0,15.93,1.96,1.36,10.17,4347.51,10.46,4.75,16.82,6.57,7.14,7.8,6.93,0,4.97,17.68,16.88,16.55,13.94,0.26,-0.22,16.55,13.94,7.72,2.33,12.46,9.67,6.62,6.34,13.35,14.51,-7.5,-11.15,14.48,15.93,17.49,14.14,-7.44,-4.75,4.12,7.8,33.87,34.1,18.51,16.15,-5.2,-3.81,24.01,22.52,3,10,4,1.06,0.01,0.61,0.01,1.15,0.01,77.12,0.81,75.4,0.8,82.79,0.85,13.26,0.13,13.5,0.13,15.18,0.15,0.86,0.01,0.48,0,0.88,0.01,10.29,0.08,5.56,0.05,11.86,0.13
CRIEX,"CRM All Cap Value Fund Class Institutional",Large Blend,"CRM",16790000,15.22,0.15,2,2006-10-23,Blend,Large,USD,1.26,0.94,4.18,95.82,0,11.3,1.58,1.65,9.79,19619.66,5.85,9.91,15.56,0,7.86,12.13,6.39,0,6.59,16.79,18.92,15.22,12.94,1.29,1.29,15.22,12.94,1.2,6.9,10.05,11.84,7.11,8.91,12.57,14.54,-13.36,-6.27,18.87,20.44,12.74,10.37,1.46,-1.07,4.37,10.96,30.1,31.5,18.51,14.96,-9.67,-1.27,18.42,14.01,4,9,3,0.86,0.01,0.64,0.01,1.08,0.01,89.62,0.92,88.34,0.93,89.83,0.94,12.2,0.11,12.4,0.12,14.63,0.13,0.74,0.01,0.55,0.01,0.86,0.01,8.13,0.11,6.06,0.08,11.1,0.14
CRIGX,"CRM Large Cap Opportunity Fund Institutional Class",Large Blend,"CRM",32290000,15.14,1.07,2,2005-11-30,Blend,Large,USD,0.66,0.94,18.04,81.96,0,10.25,1.61,1.75,10.29,31756.13,6.9,8,19.66,0,2.17,14,8.17,0,7.73,14.09,19.28,15.14,12.94,1.64,1.29,15.14,12.94,3.07,6.9,10,11.84,7.54,8.91,12.19,14.54,-12.53,-6.27,17.35,20.44,13.17,10.37,-1.04,-1.07,10.07,10.96,30.33,31.5,16.52,14.96,-2.73,-1.27,10.98,14.01,4,9,4,0.85,0.01,0.67,0.01,1.04,0.01,86.62,0.92,87.58,0.93,92.04,0.94,11.45,0.11,11.92,0.12,13.31,0.13,0.78,0.01,0.6,0.01,0.9,0.01,8.77,0.11,6.75,0.08,11.67,0.14
CRIMX,"CRM Mid Cap Value Fund Class Institutional",Mid-Cap Blend,"CRM",539430000,15.05,0.37,4,1998-01-05,Blend,Medium,USD,0.92,1.06,3.84,96.16,0,16.56,2.12,1.8,10.62,7109.12,9.11,10.31,13.45,5.47,5.6,5.86,11.05,0,5.96,19.51,13.68,15.05,13.94,0.24,-0.22,15.05,13.94,6.28,2.33,13.14,9.67,8.68,6.34,13.8,14.51,-6.95,-11.15,19.36,15.93,16.22,14.14,-2.42,-4.75,5.98,7.8,33.4,34.1,17.82,16.15,-6.94,-3.81,18.88,22.52,3,15,5,1.1,0.01,0.76,0.01,1.16,0.01,77.73,0.81,78.84,0.8,87.01,0.85,12.2,0.13,12.46,0.13,14.04,0.15,0.97,0.01,0.67,0,0.96,0.01,11.82,0.08,7.97,0.05,12.94,0.13
CRIRX,"Columbia Acorn International Select Fund Institutional 2 Class",Foreign Large Growth,"Columbia",129600000,15.66,0,4,2012-11-07,Growth,Large,USD,1.06,1.13,5.47,94.53,0,19.54,2.83,2.39,10.23,9871.54,5.18,10.14,10.45,4.99,6.52,13.21,0,2.76,0,26.3,20.46,15.66,13,3,1.97,15.66,13,1.05,-3.2,12.48,8.05,4.59,3.86,11.43,9.97,-12.16,-14.08,35.72,30.87,1.25,-2.14,-0.94,0.95,-6.77,-3.92,14.8,18.58,NaN,NaN,NaN,NaN,NaN,NaN,4,3,3,1.05,0.01,0.44,0,0.98,0.01,78.2,0.81,77.02,0.83,79.7,0.91,12.13,0.12,12.31,0.12,13.72,0.15,0.92,0.01,0.36,0,0.83,0.01,11.03,0.05,4.22,0.03,14.12,0.1
CRISX,"CRM Small Cap Value Fund Class Institutional",Small Blend,"CRM",326130000,15.81,0.42,3,1998-01-26,Blend,Small,USD,0.9,1.15,3.5,96.5,0,14.77,1.82,0.91,8.54,1762.8,4.28,10.02,27.96,6.03,12.47,1.65,7.39,1.45,4.18,11.85,12.74,15.81,13.34,-1.34,-2.31,15.81,13.34,2.05,-0.03,11.28,10.17,7.52,5.62,14.09,14.67,-15.13,-12.72,14.64,12.28,24.82,20.78,-2.29,-5.38,4.38,3.79,38.14,37.39,16.36,15.46,-13.28,-4.07,28.64,25.61,3,14,6,0.99,0.01,0.7,0.01,1.23,0.01,66.49,0.68,66.66,0.65,76.46,0.76,15.2,0.16,15.22,0.15,17.38,0.17,0.69,0.01,0.5,0,0.82,0.01,8.65,0.08,6.05,0.04,11.38,0.12
CRIZX,"Columbia Global Infrastructure Fund Institutional Class",Infrastructure,"Columbia",203470000,16.31,2.13,2,2010-09-26,Growth,Large,USD,0.94,1.28,2.91,97.1,0,19.64,2.47,1.95,9.52,21011.62,3.31,0,0,1.74,0,0,26.19,8.76,15.88,42.47,1.65,16.31,13.79,2.79,2.17,16.31,13.79,5.27,8.91,7.68,8.24,3.33,5.35,15.03,11.79,-13.87,-8.88,17.38,17,8.63,9.17,-10.32,-10.38,7.77,10.5,40.6,21.02,16.53,15.15,-14.06,1.11,NaN,14.3,4,5,3,0.66,0.01,0.32,0,1.32,0.01,78.11,0.48,83.52,0.56,79.56,0.7,10.66,0.1,11.01,0.11,18.98,0.13,0.63,0.01,0.28,0,0.81,0.01,6.8,0.1,2.78,0.07,11.98,0.15
CRMAX,"CRM Small/Mid Cap Value Fund Class Investor",Mid-Cap Blend,"CRM",285110000,16.39,0,3,2004-08-31,Blend,Medium,USD,1.14,1.06,3.91,96.09,0,15.93,1.96,1.36,10.17,4347.51,10.46,4.75,16.82,6.57,7.14,7.8,6.93,0,4.97,17.68,16.88,16.39,13.94,0.27,-0.22,16.39,13.94,7.38,2.33,12.19,9.67,6.38,6.34,13.09,14.51,-7.67,-11.15,14.22,15.93,17.14,14.14,-7.59,-4.75,3.92,7.8,33.59,34.1,18.26,16.15,-5.38,-3.81,23.7,22.52,3,10,4,1.04,0.01,0.59,0.01,1.13,0.01,76.97,0.81,75.4,0.8,82.75,0.85,13.25,0.13,13.51,0.13,15.16,0.15,0.84,0.01,0.47,0,0.86,0.01,10.07,0.08,5.32,0.05,11.63,0.13
CRMEX,"CRM All Cap Value Fund Class Investor",Large Blend,"CRM",16790000,15.24,0,2,2006-10-23,Blend,Large,USD,1.51,0.94,4.18,95.82,0,11.3,1.58,1.65,9.79,19619.66,5.85,9.91,15.56,0,7.86,12.13,6.39,0,6.59,16.79,18.92,15.24,12.94,1.33,1.29,15.24,12.94,0.93,6.9,9.79,11.84,6.87,8.91,12.31,14.54,-13.74,-6.27,18.63,20.44,12.63,10.37,1.08,-1.07,4.23,10.96,29.85,31.5,18.13,14.96,-9.9,-1.27,18.23,14.01,4,9,3,0.84,0.01,0.62,0.01,1.06,0.01,89.57,0.92,88.05,0.93,89.76,0.94,12.2,0.11,12.44,0.12,14.64,0.13,0.72,0.01,0.53,0.01,0.84,0.01,7.89,0.11,5.81,0.08,10.85,0.14
CRMGX,"CRM Large Cap Opportunity Fund Investor Class",Large Blend,"CRM",32290000,15.03,0.79,2,2005-11-30,Blend,Large,USD,0.91,0.94,18.04,81.96,0,10.25,1.61,1.75,10.29,31756.13,6.9,8,19.66,0,2.17,14,8.17,0,7.73,14.09,19.28,15.03,12.94,1.53,1.29,15.03,12.94,2.63,6.9,9.68,11.84,7.24,8.91,11.9,14.54,-12.82,-6.27,17.09,20.44,12.92,10.37,-1.31,-1.07,9.82,10.96,29.93,31.5,16.24,14.96,-2.9,-1.27,10.76,14.01,4,9,4,0.83,0.01,0.64,0.01,1.02,0.01,86.62,0.92,87.63,0.93,92.1,0.94,11.46,0.11,11.91,0.12,13.3,0.13,0.75,0.01,0.58,0.01,0.88,0.01,8.43,0.11,6.46,0.08,11.38,0.14
CRMMX,"CRM Mid Cap Value Fund Class Investor",Mid-Cap Blend,"CRM",539430000,14.96,0.19,4,2000-09-19,Blend,Medium,USD,1.12,1.06,3.84,96.16,0,16.56,2.12,1.8,10.62,7109.12,9.11,10.31,13.45,5.47,5.6,5.86,11.05,0,5.96,19.51,13.68,14.96,13.94,0.2,-0.22,14.96,13.94,6.06,2.33,12.9,9.67,8.46,6.34,13.56,14.51,-7.08,-11.15,19.06,15.93,16.01,14.14,-2.58,-4.75,5.75,7.8,33.1,34.1,17.61,16.15,-7.13,-3.81,18.57,22.52,3,13,5,1.08,0.01,0.74,0.01,1.15,0.01,77.74,0.81,78.86,0.8,87.01,0.85,12.2,0.13,12.46,0.13,14.04,0.15,0.95,0.01,0.65,0,0.95,0.01,11.58,0.08,7.74,0.05,12.71,0.13
CRMSX,"CRM Small Cap Value Fund Class Investor",Small Blend,"CRM",326130000,15.81,0.22,3,1995-09-28,Blend,Small,USD,1.14,1.15,3.5,96.5,0,14.77,1.82,0.91,8.54,1762.8,4.28,10.02,27.96,6.03,12.47,1.65,7.39,1.45,4.18,11.85,12.74,15.81,13.34,-1.31,-2.31,15.81,13.34,1.83,-0.03,11.03,10.17,7.28,5.62,13.83,14.67,-15.35,-12.72,14.34,12.28,24.51,20.78,-2.48,-5.38,4.18,3.79,37.8,37.39,16.08,15.46,-13.48,-4.07,28.39,25.61,3,16,7,0.97,0.01,0.68,0.01,1.21,0.01,66.55,0.68,66.7,0.65,76.48,0.76,15.2,0.16,15.22,0.15,17.38,0.17,0.68,0.01,0.48,0,0.81,0.01,8.42,0.08,5.83,0.04,11.17,0.12
CRRIX,"Columbia Global Infrastructure Fund Advisor Class",Infrastructure,"Columbia",203470000,16.25,2.11,2,2013-03-18,Growth,Large,USD,0.94,1.28,2.91,97.1,0,19.64,2.47,1.95,9.52,21011.62,3.31,0,0,1.74,0,0,26.19,8.76,15.88,42.47,1.65,16.25,13.79,2.84,2.17,16.25,13.79,5.31,8.91,7.67,8.24,3.33,5.35,15.06,11.79,-13.83,-8.88,17.31,17,8.75,9.17,-10.33,-10.38,7.71,10.5,NaN,21.02,NaN,NaN,NaN,NaN,NaN,NaN,4,3,2,0.66,0.01,0.32,0,1.32,0.01,77.9,0.48,83.45,0.56,79.55,0.7,10.64,0.1,11,0.11,18.99,0.13,0.63,0.01,0.28,0,0.81,0.01,6.81,0.1,2.78,0.07,12,0.15
CRRRX,"Columbia Small Cap Value Fund II Institutional 2 Class",Small Value,"Columbia",1340000000,13.66,0.39,4,2012-11-07,Value,Small,USD,0.88,1.21,3.34,96.66,0,13.6,1.57,1.13,5.41,2493.64,6.29,9.04,27.98,10.71,2.26,4.74,7.04,0.78,4.07,17.21,9.9,13.66,12.13,-2.98,-3.2,13.66,12.13,-3.47,-2.55,8.69,8.3,5.19,3.94,14.56,14.12,-17.33,-15.46,11.06,8.54,23.85,25.99,-2.73,-6.71,4.78,3.34,40.31,36.22,NaN,NaN,NaN,NaN,NaN,NaN,3,4,2,0.81,0.01,0.52,0,1.27,0.01,67.94,0.6,65.56,0.6,78.22,0.73,16.45,0.16,15.57,0.16,17.9,0.18,0.51,0,0.35,0,0.83,0.01,5.86,0.06,3.89,0.03,11.31,0.11
CRRVX,"Columbia Real Estate Equity Fund Institutional 2 Class",Real Estate,"Columbia",301800000,17.26,2.31,3,2011-03-06,Blend,Medium,USD,0.88,1.22,0.04,99.96,0,44.49,2.38,7.56,17.94,13903.72,0,0,0,98.71,0,0,0,1.29,0,0,0,17.26,16.14,3.75,3.49,17.26,16.14,16.53,17.08,4.69,6,8.35,8.29,16.35,17.24,-7.12,-5.97,5.48,6.22,5.39,6.89,4.74,2.41,29.5,28.03,0.09,1.55,17.24,17.6,NaN,7.51,NaN,NaN,3,6,1,0.45,0.01,0.75,0.01,1.4,0.01,29.2,0.3,24.23,0.28,44.01,0.46,13.33,0.13,14.21,0.14,18.2,0.18,0.31,0,0.58,0.01,0.9,0.01,4.75,0.07,11.95,0.12,18.34,0.19
CRRYX,"Columbia Small Cap Value Fund II Institutional 3 Class",Small Value,"Columbia",1340000000,13.68,0.43,4,2012-11-07,Value,Small,USD,0.83,1.21,3.34,96.66,0,13.6,1.57,1.13,5.41,2493.64,6.29,9.04,27.98,10.71,2.26,4.74,7.04,0.78,4.07,17.21,9.9,13.68,12.13,-2.97,-3.2,13.68,12.13,-3.41,-2.55,8.76,8.3,5.25,3.94,14.61,14.12,-17.29,-15.46,11.19,8.54,23.92,25.99,-2.69,-6.71,4.79,3.34,40.4,36.22,NaN,NaN,NaN,NaN,NaN,NaN,3,4,2,0.81,0.01,0.53,0,1.27,0.01,68.05,0.6,65.51,0.6,78.2,0.73,16.42,0.16,15.56,0.16,17.89,0.18,0.51,0,0.35,0,0.83,0.01,5.91,0.06,3.95,0.03,11.35,0.11
CRSRX,"Columbia Real Estate Equity Fund Class R",Real Estate,"Columbia",301800000,17.18,1.74,2,2010-09-26,Blend,Medium,USD,1.54,1.22,0.04,99.96,0,44.49,2.38,7.56,17.94,13903.72,0,0,0,98.71,0,0,0,1.29,0,0,0,17.18,16.14,3.74,3.49,17.18,16.14,15.81,17.08,4.03,6,7.68,8.29,15.65,17.24,-7.78,-5.97,4.81,6.22,4.73,6.89,4.06,2.41,28.78,28.03,-0.62,1.55,16.74,17.6,6.25,7.51,NaN,27.08,3,6,2,0.4,0.01,0.7,0.01,1.35,0.01,29.32,0.3,24.32,0.28,43.97,0.46,13.37,0.13,14.24,0.14,18.21,0.18,0.26,0,0.53,0.01,0.86,0.01,3.8,0.07,10.84,0.12,17.52,0.19
CRWRX,"Voya Real Estate Fund Class R",Real Estate,"Voya",383200000,16.84,2.32,2,2011-08-04,Blend,Medium,USD,1.45,1.22,0,100,0,38.88,2.02,6.47,14.44,10522.37,0,1.02,0,98.98,0,0,0,0,0,0,0,16.84,16.14,3.63,3.49,16.84,16.14,16.08,17.08,3.28,6,6.95,8.29,16.92,17.24,-8.58,-5.97,4.51,6.22,3.18,6.89,2.75,2.41,29.85,28.03,1.61,1.55,14.94,17.6,NaN,7.51,NaN,NaN,4,6,1,0.34,0.01,0.65,0.01,1.45,0.01,30.96,0.3,24.95,0.28,44.44,0.46,13.4,0.13,14.8,0.14,18.94,0.18,0.21,0,0.47,0.01,0.9,0.01,2.69,0.07,9.2,0.12,18.16,0.19
CSCIX,"Cohen & Steers Real Estate Securities Fund, Inc. Class C",Real Estate,"Cohen & Steers",5510000000,16.41,2.94,5,1998-01-13,Blend,Medium,USD,1.8,1.22,0.61,99.39,0,50.51,2.25,4.66,4.55,13553.87,0,1.44,0,86.33,0,0,0,10.07,0,1.44,0.73,16.41,16.14,3.82,3.49,16.41,16.14,18.33,17.08,6.56,6,10.11,8.29,18.82,17.24,-5.17,-5.97,7.07,6.22,7.03,6.89,6.6,2.41,31.31,28.03,3.74,1.55,16.35,17.6,5.39,7.51,25.89,27.08,3,16,4,0.6,0.01,0.88,0.01,1.59,0.01,31.44,0.3,27.2,0.28,46.87,0.46,13.02,0.13,13.94,0.14,18.81,0.18,0.45,0,0.7,0.01,0.99,0.01,7.26,0.07,14.17,0.12,19.85,0.19
CSCJX,"CornerCap Small-Cap Value Fund Institutional Shares",Small Value,"CornerCap",119380000,13.07,0.55,4,2015-12-28,Value,Small,USD,1,1.21,0,100,0,10.72,1.56,0.75,6.85,1457.77,8.48,10.38,23.59,9.27,2.97,6.02,3.37,0.51,4.7,17.97,12.75,13.07,12.13,-3.59,-3.2,13.07,12.13,-0.67,-2.55,9.5,8.3,6.58,3.94,16.47,14.12,-14.61,-15.46,8.04,8.54,28.43,25.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,1,0.86,0.01,0.63,0,1.42,0.01,57.82,0.6,56.58,0.6,70.26,0.73,16.15,0.16,15.83,0.16,18.97,0.18,0.56,0,0.43,0,0.88,0.01,7.17,0.06,5.42,0.03,12.78,0.11
CSCRX,"Columbia Small Cap Growth Fund I Institutional 2 Class",Small Growth,"Columbia",565440000,22.65,0,5,2013-02-27,Growth,Medium,USD,0.99,1.2,5.6,94.4,0,34.36,4.86,3.27,15.47,3837.27,2.6,14.42,4.17,2.59,4.55,31.66,0,0,2.52,13.92,23.56,22.65,17.01,-0.1,-1.12,22.65,17.01,16.98,7.7,21.69,15.88,11.86,8.45,17.32,16.24,-1.98,-5.76,28.92,21.5,12.88,11.2,4.19,-2.41,-4.97,2.44,NaN,40.91,NaN,NaN,NaN,NaN,NaN,NaN,4,3,2,1.77,0.01,1.07,0.01,1.48,0.01,73.7,0.7,63.97,0.65,71.89,0.73,16.86,0.16,17.54,0.17,18.36,0.18,1.18,0.01,0.68,0.01,0.94,0.01,15.15,0.12,8.83,0.06,13.76,0.13
CSCVX,"CornerCap Small-Cap Value Fund Investor Shares",Small Value,"CornerCap",119380000,12.91,0.28,5,1992-09-29,Value,Small,USD,1.3,1.21,0,100,0,10.72,1.56,0.75,6.85,1457.77,8.48,10.38,23.59,9.27,2.97,6.02,3.37,0.51,4.7,17.97,12.75,12.91,12.13,-3.67,-3.2,12.91,12.13,-0.99,-2.55,9.17,8.3,6.35,3.94,16.35,14.12,-14.82,-15.46,7.72,8.54,27.97,25.99,-2.06,-6.71,5.58,3.34,45.66,36.22,13.86,16,-7.61,-4.45,28.12,26.17,4,18,8,0.84,0.01,0.62,0,1.42,0.01,57.74,0.6,56.54,0.6,70.24,0.73,16.12,0.16,15.81,0.16,18.97,0.18,0.54,0,0.42,0,0.87,0.01,6.9,0.06,5.22,0.03,12.69,0.11
CSCZX,"Columbia Small Cap Value Fund I Institutional Class",Small Value,"Columbia",588080000,12.45,0.48,3,1995-07-30,Value,Small,USD,1.07,1.21,0.02,99.98,0,13.01,1.23,0.84,5.41,1428.75,7.18,10.72,35.95,7.64,3.04,3.82,0.68,0.75,5.92,12.62,11.69,12.45,12.13,-3.88,-3.2,12.45,12.13,-3.84,-2.55,10.71,8.3,5.68,3.94,13.46,14.12,-18.1,-15.46,14.17,8.54,32.69,25.99,-6.25,-6.71,3.1,3.34,34.2,36.22,11.38,16,-6,-4.45,26.06,26.17,4,16,7,0.98,0.01,0.58,0,1.19,0.01,58.87,0.6,59.88,0.6,72.57,0.73,17.8,0.16,17.22,0.16,17.9,0.18,0.59,0,0.36,0,0.77,0.01,7.4,0.06,4.09,0.03,10.82,0.11
CSDIX,"Cohen & Steers Real Estate Securities Fund, Inc. Class Institutional",Real Estate,"Cohen & Steers",5510000000,16.68,3.29,5,1998-07-14,Blend,Medium,USD,0.88,1.22,0.61,99.39,0,50.51,2.25,4.66,4.55,13553.87,0,1.44,0,86.33,0,0,0,10.07,0,1.44,0.73,16.68,16.14,3.93,3.49,16.68,16.14,19.44,17.08,7.55,6,11.13,8.29,19.97,17.24,-4.29,-5.97,8.09,6.22,8,6.89,7.62,2.41,32.48,28.03,4.72,1.55,17.49,17.6,6.44,7.51,27.15,27.08,4,16,4,0.68,0.01,0.96,0.01,1.67,0.01,31.36,0.3,27.18,0.28,46.87,0.46,13.04,0.13,13.94,0.14,18.84,0.18,0.52,0,0.77,0.01,1.04,0.01,8.62,0.07,15.71,0.12,21.06,0.19
CSEIX,"Cohen & Steers Real Estate Securities Fund, Inc. Class A",Real Estate,"Cohen & Steers",5510000000,16.57,3.23,5,1997-09-01,Blend,Medium,USD,1.15,1.22,0.61,99.39,0,50.51,2.25,4.66,4.55,13553.87,0,1.44,0,86.33,0,0,0,10.07,0,1.44,0.73,16.57,16.14,3.9,3.49,16.57,16.14,19.07,17.08,7.27,6,10.84,8.29,19.61,17.24,-4.56,-5.97,7.78,6.22,7.75,6.89,7.35,2.41,32.13,28.03,4.44,1.55,17.03,17.6,6.08,7.51,26.63,27.08,3,16,5,0.66,0.01,0.94,0.01,1.64,0.01,31.06,0.3,26.98,0.28,46.72,0.46,13.05,0.13,13.95,0.14,18.86,0.18,0.5,0,0.75,0.01,1.02,0.01,8.28,0.07,15.32,0.12,20.69,0.19
